id,gx_id,ticker,ex_date,payable_date,dvd_amount,currency
980,NULL,BMO CN,2001-05-02 00:00:00.000,2001-05-30 00:00:00.000,0.28,CAD
981,NULL,BMO CN,2001-03-01 00:00:00.000,2001-03-14 00:00:00.000,2,CAD
982,NULL,BMO CN,2001-01-31 00:00:00.000,2001-02-27 00:00:00.000,0.28,CAD
983,NULL,BMO CN,2000-11-01 00:00:00.000,2000-11-29 00:00:00.000,0.25,CAD
984,NULL,BMO CN,2000-08-02 00:00:00.000,2000-08-30 00:00:00.000,0.25,CAD
985,NULL,BMO CN,2000-05-03 00:00:00.000,2000-05-30 00:00:00.000,0.25,CAD
986,NULL,BMO CN,2000-02-02 00:00:00.000,2000-02-28 00:00:00.000,0.25,CAD
987,NULL,BMO CN,1999-11-03 00:00:00.000,1999-11-29 00:00:00.000,0.235,CAD
988,NULL,BMO CN,1999-08-04 00:00:00.000,1999-08-30 00:00:00.000,0.235,CAD
989,NULL,BMO CN,1999-05-05 00:00:00.000,1999-05-28 00:00:00.000,0.235,CAD
990,NULL,BMO CN,1999-02-03 00:00:00.000,1999-02-25 00:00:00.000,0.235,CAD
991,NULL,BMO CN,1998-11-04 00:00:00.000,1998-11-27 00:00:00.000,0.22,CAD
992,NULL,BMO CN,1998-08-05 00:00:00.000,1998-08-28 00:00:00.000,0.22,CAD
993,NULL,BMO CN,1998-05-06 00:00:00.000,1998-05-28 00:00:00.000,0.22,CAD
994,NULL,BMO CN,1998-02-04 00:00:00.000,1998-02-26 00:00:00.000,0.22,CAD
995,NULL,BMO CN,1997-11-05 00:00:00.000,1997-11-27 00:00:00.000,0.22,CAD
996,NULL,BMO CN,1997-08-05 00:00:00.000,1997-08-28 00:00:00.000,0.2,CAD
997,NULL,BMO CN,1997-05-05 00:00:00.000,1997-05-29 00:00:00.000,0.2,CAD
998,NULL,BMO CN,1997-02-05 00:00:00.000,1997-02-27 00:00:00.000,0.2,CAD
999,NULL,BMO CN,1996-11-06 00:00:00.000,1996-11-28 00:00:00.000,0.2,CAD
1000,NULL,BMO CN,1996-08-06 00:00:00.000,1996-08-29 00:00:00.000,0.18,CAD
1001,NULL,BMO CN,1996-05-06 00:00:00.000,1996-05-30 00:00:00.000,0.18,CAD
1002,NULL,BMO CN,1996-02-06 00:00:00.000,1996-02-28 00:00:00.000,0.18,CAD
1003,NULL,BMO CN,1995-11-06 00:00:00.000,1995-11-29 00:00:00.000,0.165,CAD
1004,NULL,BMO CN,1995-08-03 00:00:00.000,1995-08-30 00:00:00.000,0.165,CAD
1005,NULL,BMO CN,1995-05-03 00:00:00.000,1995-05-30 00:00:00.000,0.165,CAD
1006,NULL,BMO CN,1995-02-02 00:00:00.000,1995-02-27 00:00:00.000,0.165,CAD
1007,NULL,BMO CN,1994-11-02 00:00:00.000,1994-11-29 00:00:00.000,0.15,CAD
1008,NULL,BMO CN,1994-08-03 00:00:00.000,1994-08-30 00:00:00.000,0.15,CAD
1009,NULL,BMO CN,1994-05-04 00:00:00.000,1994-05-30 00:00:00.000,0.15,CAD
1010,NULL,BMO CN,1994-02-02 00:00:00.000,1994-02-25 00:00:00.000,0.15,CAD
1011,NULL,BMO CN,1993-11-02 00:00:00.000,1993-11-29 00:00:00.000,0.14,CAD
1012,NULL,BMO CN,1993-08-04 00:00:00.000,1993-08-30 00:00:00.000,0.14,CAD
1013,NULL,BMO CN,1993-05-04 00:00:00.000,1993-05-28 00:00:00.000,0.14,CAD
1014,NULL,BMO CN,1993-03-01 00:00:00.000,1993-03-20 00:00:00.000,1,CAD
1015,NULL,BMO CN,1993-02-02 00:00:00.000,1993-02-25 00:00:00.000,0.14,CAD
1016,NULL,BMO CN,1992-11-03 00:00:00.000,1992-11-27 00:00:00.000,0.1325,CAD
1017,NULL,BMO CN,1992-08-04 00:00:00.000,1992-08-28 00:00:00.000,0.1325,CAD
1018,NULL,BMO CN,1992-05-04 00:00:00.000,1992-05-28 00:00:00.000,0.1325,CAD
1019,NULL,BMO CN,1992-02-04 00:00:00.000,1992-02-27 00:00:00.000,0.1325,CAD
1020,NULL,BMO CN,1991-11-04 00:00:00.000,1991-11-28 00:00:00.000,0.1325,CAD
1021,NULL,BMO CN,1991-08-02 00:00:00.000,1991-08-29 00:00:00.000,0.1325,CAD
1022,NULL,BMO CN,1991-05-02 00:00:00.000,1991-05-30 00:00:00.000,0.1325,CAD
1023,NULL,BMO CN,1991-02-04 00:00:00.000,1991-02-27 00:00:00.000,0.1325,CAD
1024,NULL,BMO CN,1990-10-31 00:00:00.000,1990-11-29 00:00:00.000,0.1325,CAD
1025,NULL,BMO CN,1990-07-31 00:00:00.000,1990-08-30 00:00:00.000,0.1325,CAD
1026,NULL,BMO CN,1990-05-02 00:00:00.000,1990-05-30 00:00:00.000,0.1325,CAD
1027,NULL,BMO CN,1990-01-31 00:00:00.000,1990-02-27 00:00:00.000,0.1325,CAD
1028,NULL,BMO CN,1989-11-01 00:00:00.000,1989-11-29 00:00:00.000,0.1325,CAD
1029,NULL,BMO CN,1989-08-01 00:00:00.000,1989-08-30 00:00:00.000,0.1325,CAD
1030,NULL,BMO CN,1989-05-03 00:00:00.000,1989-05-30 00:00:00.000,0.1325,CAD
1031,NULL,BMO CN,1989-01-30 00:00:00.000,1989-02-27 00:00:00.000,0.1325,CAD
1032,NULL,BMO CN,1988-10-31 00:00:00.000,1988-11-29 00:00:00.000,0.125,CAD
1033,NULL,BMO CN,1988-07-29 00:00:00.000,1988-08-30 00:00:00.000,0.125,CAD
1034,NULL,BMO CN,1988-05-02 00:00:00.000,1988-05-30 00:00:00.000,0.125,CAD
1035,NULL,BMO CN,1988-01-27 00:00:00.000,1988-02-26 00:00:00.000,0.125,CAD
1036,NULL,BMO CN,1987-11-02 00:00:00.000,1987-11-27 00:00:00.000,0.125,CAD
1037,NULL,BMO CN,1987-07-31 00:00:00.000,1987-08-28 00:00:00.000,0.125,CAD
1038,NULL,BMO CN,1987-05-04 00:00:00.000,1987-05-28 00:00:00.000,0.125,CAD
1039,NULL,BMO CN,1987-01-27 00:00:00.000,1987-02-26 00:00:00.000,0.125,CAD
1040,NULL,BMO CN,1986-11-03 00:00:00.000,1986-11-27 00:00:00.000,0.1225,CAD
1041,NULL,BMO CN,1986-07-28 00:00:00.000,1986-08-28 00:00:00.000,0.1225,CAD
1042,NULL,BMO CN,1986-04-28 00:00:00.000,1986-05-29 00:00:00.000,0.1225,CAD
1043,NULL,BMO CN,1986-01-28 00:00:00.000,1986-02-27 00:00:00.000,0.1225,CAD
1044,NULL,BMO CN,1985-10-29 00:00:00.000,1985-11-28 00:00:00.000,0.1225,CAD
1045,NULL,BMO CN,1985-07-29 00:00:00.000,1985-08-29 00:00:00.000,0.1225,CAD
1046,NULL,BMO CN,1985-04-29 00:00:00.000,1985-05-30 00:00:00.000,0.1225,CAD
1047,NULL,BMO CN,1985-01-29 00:00:00.000,1985-02-27 00:00:00.000,0.1225,CAD
1048,NULL,BNS CN,2024-04-01 00:00:00.000,2024-04-26 00:00:00.000,1.06,CAD
1049,NULL,BNS CN,2024-01-02 00:00:00.000,2024-01-29 00:00:00.000,1.06,CAD
1050,NULL,BNS CN,2023-09-29 00:00:00.000,2023-10-27 00:00:00.000,1.06,CAD
1051,NULL,BNS CN,2023-07-04 00:00:00.000,2023-07-27 00:00:00.000,1.06,CAD
1052,NULL,BNS CN,2023-04-03 00:00:00.000,2023-04-26 00:00:00.000,1.03,CAD
1053,NULL,BNS CN,2023-01-03 00:00:00.000,2023-01-27 00:00:00.000,1.03,CAD
1054,NULL,BNS CN,2022-10-03 00:00:00.000,2022-10-27 00:00:00.000,1.03,CAD
1055,NULL,BNS CN,2022-07-04 00:00:00.000,2022-07-27 00:00:00.000,1.03,CAD
1056,NULL,BNS CN,2022-04-04 00:00:00.000,2022-04-27 00:00:00.000,1,CAD
1057,NULL,BNS CN,2021-12-31 00:00:00.000,2022-01-27 00:00:00.000,1,CAD
1058,NULL,BNS CN,2021-10-04 00:00:00.000,2021-10-27 00:00:00.000,0.9,CAD
1059,NULL,BNS CN,2021-07-05 00:00:00.000,2021-07-28 00:00:00.000,0.9,CAD
1060,NULL,BNS CN,2021-04-05 00:00:00.000,2021-04-28 00:00:00.000,0.9,CAD
1061,NULL,BNS CN,2021-01-04 00:00:00.000,2021-01-27 00:00:00.000,0.9,CAD
1062,NULL,BNS CN,2020-10-05 00:00:00.000,2020-10-28 00:00:00.000,0.9,CAD
1063,NULL,BNS CN,2020-07-06 00:00:00.000,2020-07-29 00:00:00.000,0.9,CAD
1064,NULL,BNS CN,2020-04-06 00:00:00.000,2020-04-28 00:00:00.000,0.9,CAD
1065,NULL,BNS CN,2020-01-06 00:00:00.000,2020-01-29 00:00:00.000,0.9,CAD
1066,NULL,BNS CN,2019-09-30 00:00:00.000,2019-10-29 00:00:00.000,0.9,CAD
1067,NULL,BNS CN,2019-06-28 00:00:00.000,2019-07-29 00:00:00.000,0.87,CAD
1068,NULL,BNS CN,2019-04-01 00:00:00.000,2019-04-26 00:00:00.000,0.87,CAD
1069,NULL,BNS CN,2018-12-31 00:00:00.000,2019-01-29 00:00:00.000,0.85,CAD
1070,NULL,BNS CN,2018-10-01 00:00:00.000,2018-10-29 00:00:00.000,0.85,CAD
1071,NULL,BNS CN,2018-06-29 00:00:00.000,2018-07-27 00:00:00.000,0.82,CAD
1072,NULL,BNS CN,2018-04-02 00:00:00.000,2018-04-26 00:00:00.000,0.82,CAD
1073,NULL,BNS CN,2017-12-29 00:00:00.000,2018-01-29 00:00:00.000,0.79,CAD
1074,NULL,BNS CN,2017-10-02 00:00:00.000,2017-10-27 00:00:00.000,0.79,CAD
1075,NULL,BNS CN,2017-06-29 00:00:00.000,2017-07-27 00:00:00.000,0.76,CAD
1076,NULL,BNS CN,2017-03-31 00:00:00.000,2017-04-26 00:00:00.000,0.76,CAD
1077,NULL,BNS CN,2016-12-29 00:00:00.000,2017-01-27 00:00:00.000,0.74,CAD
1078,NULL,BNS CN,2016-09-30 00:00:00.000,2016-10-27 00:00:00.000,0.74,CAD
1079,NULL,BNS CN,2016-06-30 00:00:00.000,2016-07-27 00:00:00.000,0.72,CAD
1080,NULL,BNS CN,2016-04-01 00:00:00.000,2016-04-27 00:00:00.000,0.72,CAD
1081,NULL,BNS CN,2015-12-31 00:00:00.000,2016-01-27 00:00:00.000,0.7,CAD
1082,NULL,BNS CN,2015-10-02 00:00:00.000,2015-10-28 00:00:00.000,0.7,CAD
1083,NULL,BNS CN,2015-07-03 00:00:00.000,2015-07-29 00:00:00.000,0.68,CAD
1084,NULL,BNS CN,2015-04-02 00:00:00.000,2015-04-28 00:00:00.000,0.68,CAD
1085,NULL,BNS CN,2015-01-02 00:00:00.000,2015-01-28 00:00:00.000,0.66,CAD
1086,NULL,BNS CN,2014-10-03 00:00:00.000,2014-10-29 00:00:00.000,0.66,CAD
1087,NULL,BNS CN,2014-06-27 00:00:00.000,2014-07-29 00:00:00.000,0.64,CAD
1088,NULL,BNS CN,2014-03-28 00:00:00.000,2014-04-28 00:00:00.000,0.64,CAD
1089,NULL,BNS CN,2014-01-03 00:00:00.000,2014-01-29 00:00:00.000,0.62,CAD
1090,NULL,BNS CN,2013-09-27 00:00:00.000,2013-10-29 00:00:00.000,0.62,CAD
1091,NULL,BNS CN,2013-06-27 00:00:00.000,2013-07-29 00:00:00.000,0.6,CAD
1092,NULL,BNS CN,2013-03-28 00:00:00.000,2013-04-26 00:00:00.000,0.6,CAD
1093,NULL,BNS CN,2012-12-28 00:00:00.000,2013-01-29 00:00:00.000,0.57,CAD
1094,NULL,BNS CN,2012-09-28 00:00:00.000,2012-10-29 00:00:00.000,0.57,CAD
1095,NULL,BNS CN,2012-06-28 00:00:00.000,2012-07-27 00:00:00.000,0.55,CAD
1096,NULL,BNS CN,2012-03-30 00:00:00.000,2012-04-26 00:00:00.000,0.55,CAD
1097,NULL,BNS CN,2011-12-29 00:00:00.000,2012-01-27 00:00:00.000,0.52,CAD
1098,NULL,BNS CN,2011-09-30 00:00:00.000,2011-10-27 00:00:00.000,0.52,CAD
1099,NULL,BNS CN,2011-06-30 00:00:00.000,2011-07-27 00:00:00.000,0.52,CAD
1100,NULL,BNS CN,2011-04-01 00:00:00.000,2011-04-27 00:00:00.000,0.52,CAD
1101,NULL,BNS CN,2010-12-30 00:00:00.000,2011-01-27 00:00:00.000,0.49,CAD
1102,NULL,BNS CN,2010-10-01 00:00:00.000,2010-10-27 00:00:00.000,0.49,CAD
1103,NULL,BNS CN,2010-07-02 00:00:00.000,2010-07-28 00:00:00.000,0.49,CAD
1104,NULL,BNS CN,2010-04-01 00:00:00.000,2010-04-28 00:00:00.000,0.49,CAD
1105,NULL,BNS CN,2009-12-31 00:00:00.000,2010-01-27 00:00:00.000,0.49,CAD
1106,NULL,BNS CN,2009-10-02 00:00:00.000,2009-10-28 00:00:00.000,0.49,CAD
1107,NULL,BNS CN,2009-07-03 00:00:00.000,2009-07-29 00:00:00.000,0.49,CAD
1108,NULL,BNS CN,2009-04-03 00:00:00.000,2009-04-28 00:00:00.000,0.49,CAD
1109,NULL,BNS CN,2009-01-02 00:00:00.000,2009-01-28 00:00:00.000,0.49,CAD
1110,NULL,BNS CN,2008-10-03 00:00:00.000,2008-10-29 00:00:00.000,0.49,CAD
1111,NULL,BNS CN,2008-06-27 00:00:00.000,2008-07-29 00:00:00.000,0.49,CAD
1112,NULL,BNS CN,2008-03-28 00:00:00.000,2008-04-28 00:00:00.000,0.47,CAD
1113,NULL,BNS CN,2007-12-28 00:00:00.000,2008-01-29 00:00:00.000,0.47,CAD
1114,NULL,BNS CN,2007-09-28 00:00:00.000,2007-10-29 00:00:00.000,0.45,CAD
1115,NULL,BNS CN,2007-06-28 00:00:00.000,2007-07-27 00:00:00.000,0.45,CAD
1116,NULL,BNS CN,2007-03-30 00:00:00.000,2007-04-26 00:00:00.000,0.42,CAD
1117,NULL,BNS CN,2006-12-28 00:00:00.000,2007-01-29 00:00:00.000,0.42,CAD
1118,NULL,BNS CN,2006-09-29 00:00:00.000,2006-10-27 00:00:00.000,0.39,CAD
1119,NULL,BNS CN,2006-06-29 00:00:00.000,2006-07-27 00:00:00.000,0.39,CAD
1120,NULL,BNS CN,2006-03-31 00:00:00.000,2006-04-26 00:00:00.000,0.36,CAD
1121,NULL,BNS CN,2005-12-29 00:00:00.000,2006-01-27 00:00:00.000,0.36,CAD
1122,NULL,BNS CN,2005-09-30 00:00:00.000,2005-10-27 00:00:00.000,0.34,CAD
1123,NULL,BNS CN,2005-06-30 00:00:00.000,2005-07-27 00:00:00.000,0.34,CAD
1124,NULL,BNS CN,2005-04-01 00:00:00.000,2005-04-27 00:00:00.000,0.32,CAD
1125,NULL,BNS CN,2004-12-30 00:00:00.000,2005-01-27 00:00:00.000,0.32,CAD
1126,NULL,BNS CN,2004-10-01 00:00:00.000,2004-10-27 00:00:00.000,0.3,CAD
1127,NULL,BNS CN,2004-07-02 00:00:00.000,2004-07-28 00:00:00.000,0.3,CAD
1128,NULL,BNS CN,2004-04-02 00:00:00.000,2004-04-28 00:00:00.000,2,CAD
1129,NULL,BNS CN,2004-04-02 00:00:00.000,2004-04-28 00:00:00.000,0.25,CAD
1130,NULL,BNS CN,2004-01-02 00:00:00.000,2004-01-28 00:00:00.000,0.25,CAD
1131,NULL,BNS CN,2003-10-03 00:00:00.000,2003-10-29 00:00:00.000,0.22,CAD
1132,NULL,BNS CN,2003-06-27 00:00:00.000,2003-07-29 00:00:00.000,0.22,CAD
1133,NULL,BNS CN,2003-03-28 00:00:00.000,2003-04-28 00:00:00.000,0.2,CAD
1134,NULL,BNS CN,2003-01-03 00:00:00.000,2003-01-29 00:00:00.000,0.2,CAD
1135,NULL,BNS CN,2002-09-27 00:00:00.000,2002-10-29 00:00:00.000,0.185,CAD
1136,NULL,BNS CN,2002-06-27 00:00:00.000,2002-07-29 00:00:00.000,0.185,CAD
1137,NULL,BNS CN,2002-03-28 00:00:00.000,2002-04-26 00:00:00.000,0.185,CAD
1138,NULL,BNS CN,2001-12-28 00:00:00.000,2002-01-29 00:00:00.000,0.17,CAD
1139,NULL,BNS CN,2001-09-28 00:00:00.000,2001-10-29 00:00:00.000,0.17,CAD
1140,NULL,BNS CN,2001-06-28 00:00:00.000,2001-07-27 00:00:00.000,0.155,CAD
1141,NULL,BNS CN,2001-03-30 00:00:00.000,2001-04-26 00:00:00.000,0.155,CAD
1142,NULL,BNS CN,2000-12-28 00:00:00.000,2001-01-29 00:00:00.000,0.14,CAD
1143,NULL,BNS CN,2000-09-29 00:00:00.000,2000-10-27 00:00:00.000,0.14,CAD
1144,NULL,BNS CN,2000-06-29 00:00:00.000,2000-07-27 00:00:00.000,0.12,CAD
1145,NULL,BNS CN,2000-03-31 00:00:00.000,2000-04-26 00:00:00.000,0.12,CAD
1146,NULL,BNS CN,1999-12-30 00:00:00.000,2000-01-27 00:00:00.000,0.12,CAD
1147,NULL,BNS CN,1999-10-01 00:00:00.000,1999-10-27 00:00:00.000,0.12,CAD
1148,NULL,BNS CN,1999-07-02 00:00:00.000,1999-07-28 00:00:00.000,0.105,CAD
1149,NULL,BNS CN,1999-04-01 00:00:00.000,1999-04-28 00:00:00.000,0.105,CAD
1150,NULL,BNS CN,1998-12-31 00:00:00.000,1999-01-27 00:00:00.000,0.105,CAD
1151,NULL,BNS CN,1998-10-02 00:00:00.000,1998-10-28 00:00:00.000,0.1,CAD
1152,NULL,BNS CN,1998-07-03 00:00:00.000,1998-07-29 00:00:00.000,0.1,CAD
1153,NULL,BNS CN,1998-04-03 00:00:00.000,1998-04-28 00:00:00.000,0.1,CAD
1154,NULL,BNS CN,1998-02-10 00:00:00.000,1998-02-19 00:00:00.000,2,CAD
1155,NULL,BNS CN,1998-01-02 00:00:00.000,1998-01-28 00:00:00.000,0.1,CAD
1156,NULL,BNS CN,1997-10-03 00:00:00.000,1997-10-29 00:00:00.000,0.0925,CAD
1157,NULL,BNS CN,1997-06-27 00:00:00.000,1997-07-29 00:00:00.000,0.0925,CAD
1158,NULL,BNS CN,1997-03-27 00:00:00.000,1997-04-28 00:00:00.000,0.0925,CAD
1159,NULL,BNS CN,1997-01-03 00:00:00.000,1997-01-29 00:00:00.000,0.0925,CAD
1160,NULL,BNS CN,1996-09-27 00:00:00.000,1996-10-29 00:00:00.000,0.085,CAD
1161,NULL,BNS CN,1996-06-27 00:00:00.000,1996-07-29 00:00:00.000,0.085,CAD
1162,NULL,BNS CN,1996-03-29 00:00:00.000,1996-04-26 00:00:00.000,0.0775,CAD
1163,NULL,BNS CN,1995-12-28 00:00:00.000,1996-01-29 00:00:00.000,0.0775,CAD
1164,NULL,BNS CN,1995-09-29 00:00:00.000,1995-10-27 00:00:00.000,0.0775,CAD
1165,NULL,BNS CN,1995-06-29 00:00:00.000,1995-07-27 00:00:00.000,0.0775,CAD
1166,NULL,BNS CN,1995-03-29 00:00:00.000,1995-04-26 00:00:00.000,0.0775,CAD
1167,NULL,BNS CN,1994-12-23 00:00:00.000,1995-01-27 00:00:00.000,0.0775,CAD
1168,NULL,BNS CN,1994-09-28 00:00:00.000,1994-10-27 00:00:00.000,0.0725,CAD
1169,NULL,BNS CN,1994-06-28 00:00:00.000,1994-07-27 00:00:00.000,0.0725,CAD
1170,NULL,BNS CN,1994-03-29 00:00:00.000,1994-04-27 00:00:00.000,0.0725,CAD
1171,NULL,BNS CN,1993-12-28 00:00:00.000,1994-01-27 00:00:00.000,0.0725,CAD
1172,NULL,BNS CN,1993-09-21 00:00:00.000,1993-10-27 00:00:00.000,0.07,CAD
1173,NULL,BNS CN,1993-06-22 00:00:00.000,1993-07-28 00:00:00.000,0.07,CAD
1174,NULL,BNS CN,1993-03-22 00:00:00.000,1993-04-28 00:00:00.000,0.07,CAD
1175,NULL,BNS CN,1992-12-18 00:00:00.000,1993-01-27 00:00:00.000,0.07,CAD
1176,NULL,BNS CN,1992-09-22 00:00:00.000,1992-10-28 00:00:00.000,0.065,CAD
1177,NULL,BNS CN,1992-06-23 00:00:00.000,1992-07-29 00:00:00.000,0.065,CAD
1178,NULL,BNS CN,1992-03-23 00:00:00.000,1992-04-28 00:00:00.000,0.065,CAD
1179,NULL,BNS CN,1991-12-19 00:00:00.000,1992-01-29 00:00:00.000,0.065,CAD
1180,NULL,BNS CN,1991-09-23 00:00:00.000,1991-10-29 00:00:00.000,0.0625,CAD
1181,NULL,BNS CN,1991-06-24 00:00:00.000,1991-07-29 00:00:00.000,0.0625,CAD
1182,NULL,BNS CN,1991-03-20 00:00:00.000,1991-04-26 00:00:00.000,0.0625,CAD
1183,NULL,BNS CN,1990-12-20 00:00:00.000,1991-01-29 00:00:00.000,0.0625,CAD
1184,NULL,BNS CN,1990-09-24 00:00:00.000,1990-10-29 00:00:00.000,0.0625,CAD
1185,NULL,BNS CN,1990-06-21 00:00:00.000,1990-07-27 00:00:00.000,0.0625,CAD
1186,NULL,BNS CN,1990-03-20 00:00:00.000,1990-04-26 00:00:00.000,0.0625,CAD
1187,NULL,BNS CN,1989-12-21 00:00:00.000,1990-01-29 00:00:00.000,0.0625,CAD
1188,NULL,BNS CN,1989-09-21 00:00:00.000,1989-10-27 00:00:00.000,0.0575,CAD
1189,NULL,BNS CN,1989-06-21 00:00:00.000,1989-07-27 00:00:00.000,0.0575,CAD
1190,NULL,BNS CN,1989-03-17 00:00:00.000,1989-04-26 00:00:00.000,0.0525,CAD
1191,NULL,BNS CN,1988-12-19 00:00:00.000,1989-01-27 00:00:00.000,0.0525,CAD
1192,NULL,BNS CN,1988-09-21 00:00:00.000,1988-10-27 00:00:00.000,0.05,CAD
1193,NULL,BNS CN,1988-06-21 00:00:00.000,1988-07-27 00:00:00.000,0.0475,CAD
1194,NULL,BNS CN,1988-03-21 00:00:00.000,1988-04-27 00:00:00.000,0.0475,CAD
1195,NULL,BNS CN,1987-12-18 00:00:00.000,1988-01-27 00:00:00.000,0.045,CAD
1196,NULL,BNS CN,1987-09-22 00:00:00.000,1987-10-28 00:00:00.000,0.045,CAD
1197,NULL,BNS CN,1987-06-23 00:00:00.000,1987-07-29 00:00:00.000,0.045,CAD
1198,NULL,BNS CN,1987-03-23 00:00:00.000,1987-04-28 00:00:00.000,0.045,CAD
1199,NULL,BNS CN,1986-12-18 00:00:00.000,1986-01-28 00:00:00.000,0.045,CAD
1200,NULL,BNS CN,1986-09-23 00:00:00.000,1986-10-29 00:00:00.000,0.045,CAD
1201,NULL,BNS CN,1986-06-23 00:00:00.000,1986-07-29 00:00:00.000,0.0425,CAD
1202,NULL,BNS CN,1986-03-21 00:00:00.000,1986-04-28 00:00:00.000,0.0425,CAD
1203,NULL,BNS CN,1985-12-19 00:00:00.000,1986-01-29 00:00:00.000,0.0425,CAD
1204,NULL,BNS CN,1985-09-23 00:00:00.000,1985-10-29 00:00:00.000,0.0425,CAD
1205,NULL,BNS CN,1985-06-24 00:00:00.000,1985-07-29 00:00:00.000,0.0425,CAD
1206,NULL,BNS CN,1985-03-20 00:00:00.000,1985-04-26 00:00:00.000,0.0425,CAD
1207,NULL,BNS CN,1984-12-20 00:00:00.000,1985-01-29 00:00:00.000,0.0425,CAD
1208,NULL,BNS CN,1984-01-23 00:00:00.000,1984-01-27 00:00:00.000,3,CAD
1226,NULL,CM CN,2024-03-27 00:00:00.000,2024-04-29 00:00:00.000,0.9,CAD
1227,NULL,CM CN,2023-12-27 00:00:00.000,2024-01-29 00:00:00.000,0.9,CAD
1228,NULL,CM CN,2023-09-27 00:00:00.000,2023-10-27 00:00:00.000,0.87,CAD
1229,NULL,CM CN,2023-06-27 00:00:00.000,2023-07-28 00:00:00.000,0.87,CAD
1230,NULL,CM CN,2023-03-27 00:00:00.000,2023-04-28 00:00:00.000,0.85,CAD
1231,NULL,CM CN,2022-12-23 00:00:00.000,2023-01-27 00:00:00.000,0.85,CAD
1232,NULL,CM CN,2022-09-27 00:00:00.000,2022-10-28 00:00:00.000,0.83,CAD
1233,NULL,CM CN,2022-06-27 00:00:00.000,2022-07-28 00:00:00.000,0.83,CAD
1234,NULL,CM CN,2022-05-16 00:00:00.000,2022-05-13 00:00:00.000,2,CAD
1235,NULL,CM CN,2022-03-25 00:00:00.000,2022-04-28 00:00:00.000,0.805,CAD
1236,NULL,CM CN,2021-12-24 00:00:00.000,2022-01-28 00:00:00.000,0.805,CAD
1237,NULL,CM CN,2021-09-27 00:00:00.000,2021-10-28 00:00:00.000,0.73,CAD
1238,NULL,CM CN,2021-06-25 00:00:00.000,2021-07-28 00:00:00.000,0.73,CAD
1239,NULL,CM CN,2021-03-26 00:00:00.000,2021-04-28 00:00:00.000,0.73,CAD
1240,NULL,CM CN,2020-12-24 00:00:00.000,2021-01-28 00:00:00.000,0.73,CAD
1241,NULL,CM CN,2020-09-25 00:00:00.000,2020-10-28 00:00:00.000,0.73,CAD
1242,NULL,CM CN,2020-06-26 00:00:00.000,2020-07-28 00:00:00.000,0.73,CAD
1243,NULL,CM CN,2020-03-26 00:00:00.000,2020-04-28 00:00:00.000,0.73,CAD
1244,NULL,CM CN,2019-12-24 00:00:00.000,2020-01-28 00:00:00.000,0.72,CAD
1245,NULL,CM CN,2019-09-26 00:00:00.000,2019-10-28 00:00:00.000,0.72,CAD
1246,NULL,CM CN,2019-06-27 00:00:00.000,2019-07-29 00:00:00.000,0.7,CAD
1247,NULL,CM CN,2019-03-27 00:00:00.000,2019-04-29 00:00:00.000,0.7,CAD
1248,NULL,CM CN,2018-12-27 00:00:00.000,2019-01-28 00:00:00.000,0.68,CAD
1249,NULL,CM CN,2018-09-27 00:00:00.000,2018-10-29 00:00:00.000,0.68,CAD
1250,NULL,CM CN,2018-06-27 00:00:00.000,2018-07-27 00:00:00.000,0.665,CAD
1251,NULL,CM CN,2018-03-27 00:00:00.000,2018-04-27 00:00:00.000,0.665,CAD
1252,NULL,CM CN,2017-12-27 00:00:00.000,2018-01-29 00:00:00.000,0.65,CAD
1253,NULL,CM CN,2017-09-27 00:00:00.000,2017-10-27 00:00:00.000,0.65,CAD
1254,NULL,CM CN,2017-06-26 00:00:00.000,2017-07-28 00:00:00.000,0.635,CAD
1255,NULL,CM CN,2017-03-24 00:00:00.000,2017-04-28 00:00:00.000,0.635,CAD
1256,NULL,CM CN,2016-12-22 00:00:00.000,2017-01-27 00:00:00.000,0.62,CAD
1257,NULL,CM CN,2016-09-26 00:00:00.000,2016-10-28 00:00:00.000,0.605,CAD
1258,NULL,CM CN,2016-06-24 00:00:00.000,2016-07-28 00:00:00.000,0.605,CAD
1259,NULL,CM CN,2016-03-23 00:00:00.000,2016-04-28 00:00:00.000,0.59,CAD
1260,NULL,CM CN,2015-12-23 00:00:00.000,2016-01-28 00:00:00.000,0.575,CAD
1261,NULL,CM CN,2015-09-24 00:00:00.000,2015-10-28 00:00:00.000,0.56,CAD
1262,NULL,CM CN,2015-06-25 00:00:00.000,2015-07-28 00:00:00.000,0.545,CAD
1263,NULL,CM CN,2015-03-25 00:00:00.000,2015-04-28 00:00:00.000,0.53,CAD
1264,NULL,CM CN,2014-12-23 00:00:00.000,2015-01-28 00:00:00.000,0.515,CAD
1265,NULL,CM CN,2014-09-25 00:00:00.000,2014-10-28 00:00:00.000,0.5,CAD
1266,NULL,CM CN,2014-06-25 00:00:00.000,2014-07-28 00:00:00.000,0.5,CAD
1267,NULL,CM CN,2014-03-26 00:00:00.000,2014-04-28 00:00:00.000,0.49,CAD
1268,NULL,CM CN,2013-12-23 00:00:00.000,2014-01-28 00:00:00.000,0.48,CAD
1269,NULL,CM CN,2013-09-25 00:00:00.000,2013-10-28 00:00:00.000,0.48,CAD
1270,NULL,CM CN,2013-06-26 00:00:00.000,2013-07-29 00:00:00.000,0.48,CAD
