Dates,PX_LAST
2020-01-14,53.775
2020-01-15,54.1
2020-01-16,54.3
2020-01-17,54.385
2020-01-20,54.6
2020-01-21,54.07
2020-01-22,54.36
2020-01-23,54.48
2020-01-24,54.475
2020-01-27,54.38
2020-01-28,54.725
2020-01-29,54.63
2020-01-30,54.565
2020-01-31,53.96
2020-02-03,53.895
2020-02-04,54.15
2020-02-05,54.62
2020-02-06,55.125
2020-02-07,55.03
2020-02-10,55.035
2020-02-11,55.255
2020-02-12,55.26
2020-02-13,55.31
2020-02-14,55.025
2020-02-18,54.565
2020-02-19,54.52
2020-02-20,54.62
2020-02-21,54.585
2020-02-24,53.75
2020-02-25,53.01
2020-02-26,53.535
2020-02-27,52.0
2020-02-28,51.08
2020-03-02,51.72
2020-03-03,50.8
2020-03-04,51.875
2020-03-05,50.735
2020-03-06,49.495
2020-03-09,42.73
2020-03-10,44.085
2020-03-11,42.84
2020-03-12,36.04
2020-03-13,42.23
2020-03-16,38.74
2020-03-17,37.71
2020-03-18,36.1
2020-03-19,36.095
2020-03-20,36.645
2020-03-23,33.805
2020-03-24,37.55
2020-03-25,40.82
2020-03-26,40.84
2020-03-27,38.755
2020-03-30,39.5
2020-03-31,41.0
2020-04-01,39.04
2020-04-02,39.505
2020-04-03,38.2
2020-04-06,40.89
2020-04-07,41.57
2020-04-08,42.515
2020-04-09,43.085
2020-04-13,42.125
2020-04-14,41.92
2020-04-15,40.39
2020-04-16,39.025
2020-04-17,40.45
2020-04-20,40.415
2020-04-21,38.9
2020-04-22,39.48
2020-04-23,39.0
2020-04-24,39.5
2020-04-27,40.985
2020-04-28,41.34
2020-04-29,42.705
2020-04-30,41.24
2020-05-01,40.5
2020-05-04,40.88
2020-05-05,41.025
2020-05-06,41.23
2020-05-07,40.92
2020-05-08,41.615
2020-05-11,41.765
2020-05-12,41.175
2020-05-13,40.16
2020-05-14,39.88
2020-05-15,39.635
2020-05-19,40.935
2020-05-20,41.395
2020-05-21,41.3
2020-05-22,41.15
2020-05-25,41.305
2020-05-26,43.96
2020-05-27,45.9
2020-05-28,44.97
2020-05-29,44.145
2020-06-01,45.365
2020-06-02,46.23
2020-06-03,47.72
2020-06-04,47.815
2020-06-05,48.95
2020-06-08,49.435
2020-06-09,49.36
2020-06-10,48.26
2020-06-11,46.26
2020-06-12,47.01
2020-06-15,46.95
2020-06-16,47.455
2020-06-17,47.015
2020-06-18,46.98
2020-06-19,46.745
2020-06-22,46.855
2020-06-23,47.1
2020-06-24,46.32
2020-06-25,46.515
2020-06-26,45.205
2020-06-29,45.065
2020-06-30,45.465
2020-07-02,45.575
2020-07-03,45.56
2020-07-06,46.06
2020-07-07,45.675
2020-07-08,45.7
2020-07-09,45.055
2020-07-10,45.81
2020-07-13,45.965
2020-07-14,46.35
2020-07-15,46.84
2020-07-16,46.955
2020-07-17,46.77
2020-07-20,46.645
2020-07-21,47.075
2020-07-22,46.88
2020-07-23,46.855
2020-07-24,46.69
2020-07-27,46.58
2020-07-28,46.31
2020-07-29,46.6
2020-07-30,46.795
2020-07-31,46.365
2020-08-04,46.18
2020-08-05,46.775
2020-08-06,46.82
2020-08-07,47.375
2020-08-10,47.97
2020-08-11,48.355
2020-08-12,48.82
2020-08-13,48.485
2020-08-14,48.585
2020-08-17,48.665
2020-08-18,48.305
2020-08-19,48.935
2020-08-20,48.81
2020-08-21,48.975
2020-08-24,49.495
2020-08-25,49.7
2020-08-26,51.03
2020-08-27,52.005
2020-08-28,52.06
2020-08-31,51.78
2020-09-01,52.05
2020-09-02,52.04
2020-09-03,52.14
2020-09-04,52.045
2020-09-08,51.785
2020-09-09,51.95
2020-09-10,51.15
2020-09-11,51.28
2020-09-14,51.38
2020-09-15,51.305
2020-09-16,51.17
2020-09-17,51.235
2020-09-18,50.98
2020-09-21,50.91
2020-09-22,50.945
2020-09-23,50.655
2020-09-24,50.725
2020-09-25,49.875
2020-09-28,50.6
2020-09-29,49.96
2020-09-30,49.765
2020-10-01,49.62
2020-10-02,49.86
2020-10-05,50.615
2020-10-06,50.8
2020-10-07,51.09
2020-10-08,51.245
2020-10-09,50.8
2020-10-13,50.29
2020-10-14,50.14
2020-10-15,50.28
2020-10-16,50.505
2020-10-19,50.065
2020-10-20,50.235
2020-10-21,50.485
2020-10-22,50.74
2020-10-23,51.25
2020-10-26,50.55
2020-10-27,49.78
2020-10-28,48.605
2020-10-29,49.295
2020-10-30,49.69
2020-11-02,50.08
2020-11-03,50.985
2020-11-04,51.275
2020-11-05,50.955
2020-11-06,50.655
2020-11-09,51.08
2020-11-10,52.76
2020-11-11,53.27
2020-11-12,52.965
2020-11-13,53.19
2020-11-16,53.905
2020-11-17,54.445
2020-11-18,54.7
2020-11-19,54.715
2020-11-20,54.96
2020-11-23,54.805
2020-11-24,55.53
2020-11-25,55.735
2020-11-26,55.615
2020-11-27,55.57
2020-11-30,54.74
2020-12-01,55.17
2020-12-02,55.03
2020-12-03,55.16
2020-12-04,55.395
2020-12-07,55.94
2020-12-08,55.81
2020-12-09,55.88
2020-12-10,55.885
2020-12-11,55.765
2020-12-14,55.375
2020-12-15,55.445
2020-12-16,55.7
2020-12-17,55.745
2020-12-18,55.99
2020-12-21,55.89
2020-12-22,55.715
2020-12-23,56.13
2020-12-24,55.17
2020-12-29,54.79
2020-12-30,54.505
2020-12-31,54.36
2021-01-04,54.01
2021-01-05,54.575
2021-01-06,55.61
2021-01-07,55.87
2021-01-08,56.255
2021-01-11,56.44
2021-01-12,56.635
2021-01-13,56.915
2021-01-14,56.93
2021-01-15,56.835
2021-01-18,56.89
2021-01-19,56.74
2021-01-20,56.295
2021-01-21,55.845
2021-01-22,55.53
2021-01-25,55.485
2021-01-26,55.43
2021-01-27,54.74
2021-01-28,55.17
2021-01-29,54.49
2021-02-01,54.61
2021-02-02,55.17
2021-02-03,55.95
2021-02-04,56.3
2021-02-05,56.47
2021-02-08,56.67
2021-02-09,56.6
2021-02-10,56.58
2021-02-11,56.49
2021-02-12,56.715
2021-02-16,56.96
2021-02-17,57.01
2021-02-18,57.115
2021-02-19,57.44
2021-02-22,57.545
2021-02-23,58.36
2021-02-24,58.92
2021-02-25,59.0
2021-02-26,58.665
2021-03-01,59.33
2021-03-02,59.985
2021-03-03,60.6
2021-03-04,60.49
2021-03-05,61.26
2021-03-08,61.545
2021-03-09,61.785
2021-03-10,62.255
2021-03-11,61.98
2021-03-12,62.245
2021-03-15,61.955
2021-03-16,62.195
2021-03-17,62.505
